customer_id,recency,frequency,price_sum,price_mean,spend_90_total,spend_90_flag,pred_spend,pred_proba
193,-515,1,27.94,27.94,0.0,0.0,0.29110354,0.059639677
194,-505,2,255.77999999999997,127.88999999999999,0.0,0.0,0.034760054,0.06182328
195,-131,7,113.78999999999999,16.255714285714284,0.0,0.0,2.8071034,0.14700247
196,-515,1,25.54,25.54,0.0,0.0,0.29110354,0.059639677
197,-391,3,53.97,17.99,0.0,0.0,1.0662595,0.080963865
198,-515,1,15.76,15.76,0.0,0.0,0.25094053,0.059639677
199,-515,1,14.37,14.37,0.0,0.0,0.25094053,0.059639677
200,-494,2,84.28999999999999,42.144999999999996,0.0,0.0,1.1540083,0.060734883
201,-33,5,73.3,14.66,0.0,0.0,3.1592963,0.1691819
202,-514,2,146.46,73.23,0.0,0.0,1.6984068,0.070368394
203,-311,4,63.83,15.9575,0.0,0.0,1.807047,0.090416804
204,-501,1,72.23,72.23,0.0,0.0,0.21190059,0.059639677
205,-175,4,102.07,25.5175,0.0,0.0,2.281449,0.10520331
206,-515,1,17.99,17.99,0.0,0.0,0.25094053,0.059639677
207,-196,3,94.25999999999999,31.419999999999998,0.0,0.0,3.0687673,0.10520331
208,-99,2,133.63,66.815,0.0,0.0,3.430484,0.10585212
209,-442,3,116.17,38.723333333333336,0.0,0.0,0.9333955,0.07514546
210,-66,2,86.03,43.015,0.0,0.0,4.1348386,0.10890818
211,-515,1,7.78,7.78,0.0,0.0,0.25094053,0.059639677
212,-515,1,14.37,14.37,0.0,0.0,0.25094053,0.059639677
213,-497,2,22.54,11.27,0.0,0.0,0.25094053,0.06876928
214,-222,7,222.21999999999997,31.745714285714282,0.0,0.0,6.231518,0.14579305
215,-515,1,11.77,11.77,0.0,0.0,0.25094053,0.059639677
216,-515,1,13.97,13.97,0.0,0.0,0.25094053,0.059639677
217,-122,3,184.04,61.346666666666664,11.88,1.0,5.409392,0.11067564
218,-479,1,57.48,57.48,0.0,0.0,0.40828452,0.059639677
219,-379,2,74.02,37.01,0.0,0.0,1.6468469,0.08371647
220,-515,1,57.85,57.85,0.0,0.0,0.47859183,0.059639677
221,-515,1,12.49,12.49,0.0,0.0,0.25094053,0.059639677
222,-213,3,86.33,28.776666666666667,0.0,0.0,3.3786666,0.11592677
223,-515,1,47.93,47.93,0.0,0.0,0.2705638,0.059639677
224,-515,1,28.33,28.33,0.0,0.0,0.29110354,0.059639677
225,-303,5,105.61,21.122,0.0,0.0,2.7185056,0.10844389
226,-26,6,170.12,28.353333333333335,0.0,0.0,7.837514,0.2269231
227,-280,5,164.58,32.916000000000004,0.0,0.0,2.7242181,0.10967134
228,-145,13,339.79,26.13769230769231,0.0,0.0,7.4156203,0.15691952
229,-80,4,64.0,16.0,19.49,1.0,3.2177079,0.14191853
230,-359,2,79.96,39.98,0.0,0.0,2.3118887,0.113748424
231,-515,1,69.04,69.04,0.0,0.0,0.352373,0.059639677
232,-515,1,42.98,42.98,0.0,0.0,0.3178913,0.059639677
233,-515,1,12.99,12.99,0.0,0.0,0.25094053,0.059639677
234,-481,2,23.96,11.98,0.0,0.0,0.25094053,0.060734883
235,-515,1,7.98,7.98,0.0,0.0,0.25094053,0.059639677
236,-515,1,16.7,16.7,0.0,0.0,0.25094053,0.059639677
237,-515,1,23.54,23.54,0.0,0.0,0.29110354,0.059639677
238,-308,5,305.19,61.038,0.0,0.0,2.9740639,0.1099296
239,-515,1,28.74,28.74,0.0,0.0,0.29110354,0.059639677
240,-449,2,30.950000000000003,15.475000000000001,0.0,0.0,0.25094053,0.062874526
241,-22,4,100.55,25.1375,0.0,0.0,5.2579584,0.15851367
242,-499,2,65.43,32.715,0.0,0.0,0.4941275,0.060734883
243,-514,1,17.96,17.96,0.0,0.0,0.25094053,0.059639677
244,-17,22,1234.44,56.1109090909091,52.97,1.0,72.57545,0.53628415
245,-130,6,134.76,22.459999999999997,13.99,1.0,2.9591556,0.15472959
246,-66,19,699.33,36.80684210526316,50.85,1.0,24.309444,0.41218403
247,-19,4,94.15,23.5375,0.0,0.0,5.3318324,0.15851367
248,-514,1,14.37,14.37,0.0,0.0,0.25094053,0.059639677
249,-466,3,92.28,30.76,0.0,0.0,1.1446624,0.070325576
250,-281,3,104.57,34.85666666666666,0.0,0.0,2.8410063,0.10839596
251,-514,1,40.26,40.26,0.0,0.0,0.34032434,0.059639677
252,-70,4,312.5,78.125,35.76,1.0,7.814712,0.12414844
253,-514,1,13.97,13.97,0.0,0.0,0.25094053,0.059639677
254,-514,1,15.96,15.96,0.0,0.0,0.25094053,0.059639677
255,-514,1,11.77,11.77,0.0,0.0,0.25094053,0.059639677
256,-412,3,79.58,26.526666666666667,0.0,0.0,1.4365321,0.080548175
257,-52,3,55.75,18.583333333333332,0.0,0.0,2.8356006,0.13709366
258,-514,1,59.97,59.97,0.0,0.0,0.352373,0.059639677
259,-514,1,14.79,14.79,0.0,0.0,0.25094053,0.059639677
260,-511,1,57.27,57.27,0.0,0.0,0.40828452,0.059639677
261,-514,1,8.77,8.77,0.0,0.0,0.25094053,0.059639677
262,-514,1,48.95,48.95,0.0,0.0,0.2705638,0.059639677
263,-514,1,14.79,14.79,0.0,0.0,0.25094053,0.059639677
264,-514,1,16.99,16.99,0.0,0.0,0.25094053,0.059639677
265,-465,3,135.6,45.199999999999996,0.0,0.0,1.8196492,0.07543969
266,-489,2,99.28,49.64,0.0,0.0,0.9427413,0.060734883
267,-514,1,37.47,37.47,0.0,0.0,0.34032434,0.059639677
268,-433,1,7.78,7.78,0.0,0.0,0.32018048,0.059639677
269,-470,1,29.99,29.99,0.0,0.0,0.29110354,0.059639677
270,-492,2,269.17,134.585,0.0,0.0,-0.08145394,0.06182328
271,-514,1,12.77,12.77,0.0,0.0,0.25094053,0.059639677
272,-421,3,38.71,12.903333333333334,0.0,0.0,0.7254042,0.15346336
273,-432,2,21.75,10.875,0.0,0.0,0.32018048,0.065167956
274,-514,1,5.78,5.78,0.0,0.0,0.25094053,0.059639677
275,-514,1,60.47,60.47,0.0,0.0,0.352373,0.059639677
276,-327,3,104.36000000000001,34.78666666666667,13.99,1.0,2.9328132,0.10883076
277,-83,2,31.89,15.945,0.0,0.0,4.626254,0.112159126
278,-514,1,23.97,23.97,0.0,0.0,0.29110354,0.059639677
279,-290,3,139.81,46.60333333333333,0.0,0.0,3.119926,0.110855125
280,-398,3,256.45,85.48333333333333,0.0,0.0,1.5884238,0.07168894
281,-514,1,14.7,14.7,0.0,0.0,0.25094053,0.059639677
282,-514,1,53.88,53.88,0.0,0.0,0.57958204,0.059639677
283,-514,1,37.71,37.71,0.0,0.0,0.34032434,0.059639677
284,-514,1,20.0,20.0,0.0,0.0,0.29110354,0.059639677
285,-514,1,25.99,25.99,0.0,0.0,0.29110354,0.059639677
286,-503,2,87.27,43.635,0.0,0.0,1.1540083,0.060734883
287,-514,1,13.97,13.97,0.0,0.0,0.25094053,0.059639677
288,-394,2,28.93,14.465,0.0,0.0,0.8096693,0.06371312
289,-477,2,20.54,10.27,0.0,0.0,0.25094053,0.067784384
290,-514,1,49.98,49.98,0.0,0.0,0.2705638,0.059639677
291,-514,1,199.15,199.15,0.0,0.0,-0.08145394,0.059639677
292,-144,4,65.88,16.47,0.0,0.0,1.5522039,0.0902686
293,-72,2,173.78,86.89,0.0,0.0,0.10009834,0.08917171
294,-191,2,27.36,13.68,0.0,0.0,1.270266,0.07520022
295,-65,4,386.58000000000004,96.64500000000001,0.0,0.0,2.2637756,0.10488958
296,-514,1,25.53,25.53,0.0,0.0,0.29110354,0.059639677
297,-514,1,14.96,14.96,0.0,0.0,0.25094053,0.059639677
298,-514,1,68.04,68.04,0.0,0.0,0.352373,0.059639677
299,-206,2,22.759999999999998,11.379999999999999,0.0,0.0,1.270266,0.08945913
300,-11,19,462.99,24.367894736842107,75.44,1.0,48.20886,0.5004331
301,-201,4,173.38,43.345,0.0,0.0,3.7533371,0.10759881
302,-514,1,27.13,27.13,0.0,0.0,0.29110354,0.059639677
303,-514,1,10.77,10.77,0.0,0.0,0.25094053,0.059639677
304,-369,5,113.34,22.668,0.0,0.0,2.9252088,0.10688574
305,-207,2,152.26999999999998,76.13499999999999,0.0,0.0,3.8155446,0.10759881
306,-514,1,30.99,30.99,0.0,0.0,0.29110354,0.059639677
307,-458,1,28.45,28.45,0.0,0.0,0.29110354,0.059639677
308,-514,1,12.77,12.77,0.0,0.0,0.25094053,0.059639677
309,-441,1,52.5,52.5,0.0,0.0,0.57958204,0.059639677
310,-509,1,39.32,39.32,0.0,0.0,0.34032434,0.059639677
311,-514,1,69.25,69.25,0.0,0.0,0.352373,0.059639677
312,-161,2,102.72999999999999,51.364999999999995,0.0,0.0,2.9031928,0.10379489
313,-7,20,2432.29,121.61449999999999,0.0,0.0,32.325092,0.51065683
314,-503,3,231.13,77.04333333333334,0.0,0.0,2.9973586,0.06182328
315,-442,3,88.86,29.62,0.0,0.0,1.1446624,0.06316689
316,-304,4,72.22999999999999,18.057499999999997,0.0,0.0,1.807047,0.090416804
317,-114,5,231.15,46.230000000000004,0.0,0.0,7.5866394,0.11675914
318,-139,3,64.49,21.496666666666666,0.0,0.0,1.5143788,0.08742755
319,-509,2,41.69,20.845,0.0,0.0,0.34032434,0.065573685
320,-514,1,9.99,9.99,0.0,0.0,0.25094053,0.059639677
321,-514,1,103.05,103.05,0.0,0.0,0.23881301,0.059639677
322,-330,2,52.33,26.165,0.0,0.0,1.8426994,0.10206176
323,-32,8,392.76,49.095,19.99,1.0,11.601787,0.26061052
324,-246,2,59.01,29.505,0.0,0.0,1.4143407,0.08469625
325,-514,1,72.82,72.82,0.0,0.0,0.21190059,0.059639677
326,-514,1,14.37,14.37,0.0,0.0,0.25094053,0.059639677
327,-514,1,40.7,40.7,0.0,0.0,0.34032434,0.059639677
328,-4,19,573.3,30.173684210526314,119.32,1.0,41.896587,0.44585046
329,-93,5,93.97,18.794,0.0,0.0,3.9553459,0.14189564
330,-514,1,14.96,14.96,0.0,0.0,0.25094053,0.059639677
331,-514,1,16.36,16.36,0.0,0.0,0.25094053,0.059639677
332,-514,1,15.36,15.36,0.0,0.0,0.25094053,0.059639677
333,-514,1,15.9,15.9,0.0,0.0,0.25094053,0.059639677
334,-514,1,40.11,40.11,0.0,0.0,0.34032434,0.059639677
335,-510,2,26.73,13.365,0.0,0.0,0.25094053,0.06912913
336,-514,1,11.77,11.77,0.0,0.0,0.25094053,0.059639677
337,-31,2,38.03,19.015,0.0,0.0,2.7184348,0.11585233
338,-514,1,25.74,25.74,0.0,0.0,0.29110354,0.059639677
339,-191,5,411.84,82.368,0.0,0.0,12.547663,0.1090387
340,-514,1,46.3,46.3,0.0,0.0,0.2705638,0.059639677
341,-308,2,106.6,53.3,0.0,0.0,2.9817357,0.10892008
342,-514,1,17.9,17.9,0.0,0.0,0.25094053,0.059639677
343,-210,4,177.43,44.3575,0.0,0.0,3.7533371,0.10759881
344,-6,17,580.12,34.12470588235294,0.0,0.0,24.88793,0.32285962
345,-212,2,90.25,45.125,0.0,0.0,3.488701,0.10639181
346,-514,1,26.76,26.76,0.0,0.0,0.29110354,0.059639677
347,-514,1,15.36,15.36,0.0,0.0,0.25094053,0.059639677
348,-309,2,97.52,48.76,0.0,0.0,3.3184566,0.10961608
349,-514,1,44.88,44.88,0.0,0.0,0.2705638,0.059639677
350,-514,1,46.37,46.37,0.0,0.0,0.2705638,0.059639677
351,-514,1,8.77,8.77,0.0,0.0,0.25094053,0.059639677
352,-480,2,16.759999999999998,8.379999999999999,0.0,0.0,0.25094053,0.06656992
353,-473,2,69.23,34.615,0.0,0.0,0.4941275,0.060734883
354,-514,1,14.99,14.99,0.0,0.0,0.25094053,0.059639677
355,-509,2,82.81,41.405,0.0,0.0,0.99029833,0.065573685
356,-514,1,28.74,28.74,0.0,0.0,0.29110354,0.059639677
357,-480,2,91.44999999999999,45.724999999999994,0.0,0.0,1.1540083,0.060734883
358,-25,5,118.91999999999999,23.784,0.0,0.0,5.398113,0.1691819
359,-514,1,76.45,76.45,0.0,0.0,1.5340226,0.059639677
360,-6,6,102.75,17.125,0.0,0.0,6.535655,0.16337076
361,-98,2,37.730000000000004,18.865000000000002,0.0,0.0,2.1337166,0.09314296
362,-514,4,58.0,14.5,0.0,0.0,1.3306628,0.07613301
363,-513,2,36.959999999999994,18.479999999999997,0.0,0.0,0.30016133,0.06912913
364,-510,1,29.97,29.97,0.0,0.0,0.29110354,0.059639677
365,-70,12,297.8,24.816666666666666,0.0,0.0,10.700849,0.29716045
366,-514,1,15.36,15.36,0.0,0.0,0.25094053,0.059639677
367,-514,1,44.77,44.77,0.0,0.0,0.3178913,0.059639677
368,-237,2,135.57999999999998,67.78999999999999,0.0,0.0,2.9049084,0.1101522
369,-514,1,7.98,7.98,0.0,0.0,0.25094053,0.059639677
370,-160,4,193.89,48.4725,0.0,0.0,7.123723,0.124367
371,-170,2,35.47,17.735,0.0,0.0,1.4465579,0.0829723
372,-404,2,36.730000000000004,18.365000000000002,0.0,0.0,0.6621649,0.06337989
373,-146,9,262.18,29.13111111111111,0.0,0.0,7.4314885,0.1720824
374,-71,6,145.89,24.314999999999998,101.93,1.0,8.04685,0.19935958
375,-294,4,107.41,26.8525,0.0,0.0,2.8410063,0.10839596
376,-333,2,65.65,32.825,25.16,1.0,1.7279661,0.10018885
377,-514,1,38.5,38.5,0.0,0.0,0.34032434,0.059639677
378,-482,2,29.8,14.9,0.0,0.0,0.25094053,0.060734883
379,-483,4,89.85,22.4625,0.0,0.0,0.93035495,0.06510936
380,-512,1,47.08,47.08,0.0,0.0,0.2705638,0.059639677
381,-326,3,50.41,16.80333333333333,0.0,0.0,1.6480438,0.09082184
382,-514,1,12.49,12.49,0.0,0.0,0.25094053,0.059639677
383,-514,1,30.72,30.72,0.0,0.0,0.29110354,0.059639677
